Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
Nova Café,Yes,Yes,49.395931,8.672821,East,2024-09-15,259,18:30,05:04,21:25,0.0,17.1,64,95,0,0.9,Clear,Yes,Sunny
Maple Espresso,No,No,49.405361,8.675325,South,2023-06-01,152,10:45,05:56,20:33,73.7,14.0,60,70,0,7.3,Rain,Yes,Sunny
Bloom Beans,Yes,Yes,49.396055,8.671249,West,2025-05-20,140,14:30,05:51,20:38,66.93,17.0,81,97,0,12.3,Cloudy,Yes,Sunny
The Brass Cafe,Yes,No,49.395374,8.672583,North,2024-03-21,81,20:15,05:00,21:29,0.0,18.4,49,69,0,6.3,Cloudy,Yes,Sunny
Harbor Coffee,Yes,Yes,49.40395,8.675662,North,2023-11-02,306,07:45,04:19,22:10,0.0,10.1,65,5,64,10.9,Clear,No,Sunny
The Alcove Cafe,Yes,No,49.398756,8.666492,West,2023-06-15,166,16:45,05:59,20:30,44.82,14.8,72,20,44,5.5,Fog,No,Sunny
Obsidian Roasters,Yes,Yes,49.403429,8.665947,West,2024-03-02,62,06:00,04:40,21:49,0.0,15.4,49,37,14,6.0,Clear,No,Sunny
Flint Beans,Yes,Yes,49.406658,8.669593,South,2024-04-02,93,17:45,05:12,21:17,5.17,14.3,63,16,46,14.9,Clear,No,Sunny
Velvet Coffee,Yes,No,49.394748,8.667451,East,2024-07-14,196,17:30,05:54,20:35,21.21,17.6,73,79,0,14.8,Rain,Yes,Sunny
The Sun Cafe,No,Yes,49.399027,8.673754,North,2024-02-26,57,06:15,04:36,21:53,0.0,20.7,56,55,0,13.5,Clear,Yes,Sunny
Elm Café,No,Yes,49.407555,8.675125,South,2024-05-05,126,13:45,05:42,20:47,61.87,12.5,89,12,39,9.4,Fog,No,Sunny
Station Espresso,No,No,49.393267,8.675384,North,2024-08-06,219,13:15,05:41,20:48,59.18,23.3,49,44,6,11.3,Cloudy,No,Sunny
Drift Brew House,Yes,No,49.395664,8.679032,North,2025-05-25,145,20:15,05:53,20:36,0.0,21.5,83,72,0,4.1,Rain,Yes,Sunny
The Stream Cafe,Yes,Yes,49.398047,8.674398,West,2025-04-02,92,07:15,05:11,21:18,4.78,19.3,59,56,10,7.8,Rain,Yes,Sunny
Cafe de Nova,No,No,49.408795,8.668874,West,2024-03-15,75,06:45,04:54,21:35,0.0,5.0,78,98,0,3.9,Rain,Yes,Sunny
Cafe Nova,Yes,Yes,49.396766,8.670172,West,2024-10-25,299,18:00,04:25,22:04,0.0,20.5,83,65,3,3.4,Rain,Yes,Shady
Nest Espresso,No,No,49.402735,8.672011,East,2023-12-26,360,06:45,04:00,22:29,0.0,9.5,54,26,26,14.9,Clear,No,Sunny
The Chalet Cafe,No,No,49.406041,8.675846,South,2024-12-25,360,06:30,04:00,22:29,0.0,19.8,69,42,28,14.7,Clear,No,Shady
Cafe Meadow,No,No,49.391607,8.66958,West,2024-05-04,125,20:15,05:41,20:48,0.0,11.8,45,59,0,2.6,Rain,Yes,Shady
Chalet Espresso,Yes,Yes,49.396013,8.67331,East,2024-02-27,58,09:45,04:37,21:52,0.0,14.1,53,41,11,12.1,Clear,No,Shady
Mist Espresso,Yes,Yes,49.400058,8.665226,South,2024-11-25,330,20:45,04:05,22:24,41.29,8.5,67,78,0,4.0,Rain,Yes,Shady
Sky Roasters,Yes,No,49.392181,8.67585,South,2023-10-16,289,19:45,04:34,21:55,10.26,20.1,80,83,0,12.6,Cloudy,Yes,Shady
Cafe Choco,Yes,No,49.398491,8.670054,West,2025-04-17,107,18:45,05:26,21:03,0.0,13.1,85,96,0,14.2,Rain,Yes,Sunny
Meadow Coffee,No,Yes,49.406601,8.671674,North,2024-06-14,166,18:30,05:59,20:30,0.0,20.7,59,67,0,7.0,Cloudy,Yes,Sunny
Depot Roasters,Yes,Yes,49.402087,8.659548,North,2023-12-16,350,08:30,04:00,22:29,0.0,16.2,80,13,40,10.2,Clear,No,Sunny
The Rain Cafe,Yes,No,49.396854,8.678101,West,2024-06-08,160,17:45,05:58,20:31,22.86,9.6,47,70,0,12.6,Clear,Yes,Sunny
Cafe Forest,No,Yes,49.399239,8.680803,South,2023-11-17,321,12:00,04:09,22:20,0.0,23.5,42,70,0,10.5,Clear,Yes,Sunny
Brew Brew House,Yes,No,49.401251,8.679829,South,2025-03-15,74,12:15,04:53,21:36,0.0,13.9,40,95,0,8.4,Clear,Yes,Sunny
Cafe de Cliff,Yes,No,49.394657,8.681829,North,2023-11-14,318,08:30,04:11,22:18,0.0,9.3,84,24,34,11.5,Fog,No,Sunny
Mont Beans,Yes,No,49.401973,8.686223,South,2024-05-13,134,19:30,05:47,20:42,0.0,8.3,71,72,0,14.1,Clear,Yes,Sunny
Station Brew House,Yes,No,49.407887,8.669825,East,2024-10-18,292,18:15,04:31,21:58,0.0,14.9,87,68,0,9.4,Clear,Yes,Sunny
Cafe Cedar,No,Yes,49.399569,8.664675,North,2023-12-01,335,13:45,04:03,22:26,0.0,12.2,81,4,65,14.7,Clear,No,Sunny
Café Elm,Yes,No,49.393571,8.663784,East,2024-12-14,349,13:15,04:00,22:29,0.0,9.4,50,79,0,10.3,Rain,Yes,Shady
Storm Espresso,Yes,Yes,49.396412,8.674366,South,2023-07-09,190,07:45,05:57,20:32,22.09,13.5,54,92,0,0.8,Rain,Yes,Shady
Café Loft,Yes,Yes,49.392421,8.669682,North,2025-05-20,140,07:00,05:51,20:38,20.0,7.6,71,74,0,1.5,Clear,Yes,Sunny
Cafe Brass,Yes,No,49.390744,8.66971,South,2024-01-23,23,09:00,04:09,22:20,0.0,9.7,78,3,47,3.7,Rain,No,Sunny
Silk Roasters,No,No,49.4008,8.674593,East,2025-03-04,63,17:00,04:41,21:48,0.0,19.2,61,24,45,5.4,Clear,No,Shady
The Cloud Cafe,Yes,Yes,49.406164,8.679735,South,2024-06-13,165,13:15,05:59,20:30,86.43,16.0,48,10,40,0.6,Clear,No,Sunny
Cedar Coffee,Yes,Yes,49.404312,8.675057,North,2024-10-26,300,14:00,04:24,22:05,0.0,21.2,69,20,39,4.6,Clear,No,Sunny
Cedar Beans,Yes,Yes,49.394501,8.67531,East,2023-10-24,297,15:15,04:27,22:02,0.0,17.5,49,54,12,7.0,Rain,Yes,Sunny
Amber Café,Yes,Yes,49.395299,8.678419,North,2024-08-14,227,06:30,05:35,20:54,0.0,14.4,80,46,20,9.3,Rain,No,Sunny
Café Espresso,Yes,No,49.403551,8.671351,South,2024-10-12,286,14:00,04:37,21:52,0.0,24.3,89,78,0,2.9,Clear,Yes,Sunny
Chalet Coffee,No,No,49.412423,8.672115,North,2025-01-14,14,08:45,04:05,22:24,0.0,7.6,62,16,51,3.5,Rain,No,Sunny
Harbor Coffee,No,Yes,49.40333,8.675174,West,2025-02-27,58,15:30,04:37,21:52,0.0,12.2,63,26,32,8.9,Cloudy,No,Sunny
Nook Coffee,Yes,No,49.400034,8.675529,East,2024-03-31,91,12:15,05:10,21:19,16.94,21.4,49,78,0,8.2,Clear,Yes,Shady
Star Coffee,No,Yes,49.386716,8.676765,East,2024-06-02,154,19:30,05:57,20:32,0.0,18.1,50,57,7,7.4,Clear,Yes,Sunny
Cafe Velvet,No,Yes,49.390346,8.667818,West,2024-06-13,165,09:30,05:59,20:30,63.27,13.9,43,48,17,8.8,Clear,No,Sunny
Corner Espresso,Yes,No,49.404265,8.668679,North,2023-06-20,171,07:15,05:59,20:30,23.29,20.0,58,32,28,12.3,Clear,No,Sunny
Echo Café,Yes,Yes,49.393545,8.680812,South,2024-01-01,1,06:30,04:01,22:28,0.0,8.1,70,71,0,12.3,Clear,Yes,Sunny
Aurora Coffee,No,No,49.392039,8.67143,West,2023-12-31,365,10:30,04:00,22:29,0.0,9.5,84,21,35,4.9,Clear,No,Sunny
Depot Roasters,Yes,Yes,49.395032,8.671869,North,2023-11-20,324,12:15,04:08,22:21,0.0,14.8,42,91,0,3.0,Clear,Yes,Sunny
Cafe de Vienna,No,Yes,49.397208,8.673739,East,2024-05-11,132,16:30,05:46,20:43,35.11,17.1,56,79,0,14.4,Cloudy,Yes,Sunny
Mont Roasters,No,Yes,49.398592,8.671726,South,2023-08-26,238,07:00,05:25,21:04,9.54,19.5,71,76,0,11.9,Clear,Yes,Sunny
Café Fog,No,No,49.397056,8.670759,East,2025-01-25,25,09:15,04:10,22:19,0.0,11.5,69,29,30,11.9,Clear,No,Sunny
Mont Beans,No,No,49.393933,8.665532,South,2023-08-26,238,14:30,05:25,21:04,31.91,16.7,40,57,3,1.6,Clear,Yes,Sunny
Verse Beans,Yes,No,49.391562,8.678369,South,2025-02-28,59,13:15,04:38,21:51,0.0,13.8,67,96,0,12.0,Cloudy,Yes,Shady
Café Cliff,Yes,No,49.386297,8.666858,South,2023-06-01,152,13:45,05:56,20:33,82.2,17.6,85,67,0,3.5,Cloudy,Yes,Sunny
Soho Espresso,Yes,Yes,49.396614,8.674723,North,2024-01-28,28,11:45,04:12,22:17,0.0,16.4,80,84,0,9.9,Clear,Yes,Sunny
Moon Café,No,No,49.396681,8.671448,West,2024-11-23,328,18:30,04:06,22:23,0.0,20.4,83,62,0,3.3,Clear,Yes,Sunny
The Deer Cafe,No,Yes,49.396407,8.676677,South,2024-02-29,60,18:00,04:39,21:50,0.0,16.8,85,58,0,3.2,Clear,Yes,Sunny
The Storm Cafe,Yes,No,49.397457,8.678463,South,2024-11-21,326,06:15,04:07,22:22,0.0,11.2,65,34,20,9.0,Rain,No,Sunny
Cafe de Hazel,No,Yes,49.397367,8.676049,North,2025-01-01,1,08:30,04:01,22:28,0.0,22.2,63,37,15,4.2,Clear,No,Shady
Hollow Espresso,Yes,Yes,49.400367,8.670332,West,2025-04-23,113,10:45,05:31,20:58,41.93,14.5,54,81,0,11.3,Rain,Yes,Shady
Lantern Espresso,Yes,Yes,49.400358,8.673466,South,2024-10-15,289,11:00,04:34,21:55,0.0,10.8,43,49,3,1.4,Cloudy,No,Sunny
Cafe de Quay,No,Yes,49.399131,8.675958,South,2025-02-03,34,13:00,04:16,22:13,0.0,21.6,90,16,36,7.4,Fog,No,Sunny
Marble Brew House,No,Yes,49.396449,8.681453,West,2024-11-24,329,18:00,04:05,22:24,0.0,15.1,85,5,47,5.0,Cloudy,No,Shady
Café Atelier,Yes,No,49.404064,8.673709,East,2024-08-14,227,17:15,05:35,20:54,13.37,18.6,40,27,36,0.2,Cloudy,No,Sunny
Den Brew House,No,No,49.402067,8.672444,East,2023-10-29,302,18:15,04:22,22:07,0.0,9.8,61,84,0,4.5,Cloudy,Yes,Sunny
Café Twilight,No,No,49.39518,8.677942,East,2024-09-02,246,15:00,05:17,21:12,17.83,15.5,74,82,0,5.5,Rain,Yes,Sunny
Moss Brew House,Yes,No,49.402587,8.669531,West,2023-05-30,150,18:00,05:55,20:34,0.0,13.9,68,4,61,12.8,Clear,No,Sunny
Pine Coffee,Yes,No,49.400997,8.67259,West,2023-08-20,232,06:45,05:30,20:59,0.0,15.0,78,43,21,12.4,Clear,No,Sunny
The Elm Cafe,No,Yes,49.398292,8.675649,East,2023-12-19,353,20:30,04:00,22:29,45.0,10.8,62,22,43,13.4,Clear,No,Sunny
Mist Roasters,Yes,No,49.399625,8.6707,South,2024-02-07,38,10:15,04:19,22:10,0.0,9.8,42,59,5,2.1,Fog,Yes,Sunny
Muse Beans,No,No,49.394219,8.671517,North,2024-11-17,322,06:30,04:09,22:20,0.0,10.3,51,95,0,8.3,Clear,Yes,Sunny
Luna Café,Yes,Yes,49.411544,8.675607,East,2024-03-17,77,18:15,04:56,21:33,0.0,19.5,54,60,4,2.3,Clear,Yes,Sunny
Den Roasters,Yes,No,49.398874,8.675087,South,2024-01-03,3,10:45,04:01,22:28,0.0,12.8,69,78,0,14.3,Clear,Yes,Sunny
Sky Brew House,Yes,Yes,49.396369,8.676545,South,2024-07-19,201,11:30,05:52,20:37,75.78,16.8,83,62,0,6.5,Rain,Yes,Shady
Café Soho,Yes,No,49.391962,8.66736,South,2024-10-08,282,09:00,04:40,21:49,0.0,15.3,66,82,0,3.2,Clear,Yes,Sunny
Nova Café,Yes,No,49.397805,8.674022,South,2023-06-22,173,20:45,05:59,20:30,0.0,10.1,84,42,28,6.7,Clear,No,Shady
Cafe Indigo,No,Yes,49.392391,8.677534,South,2023-12-05,339,13:00,04:02,22:27,0.0,20.5,84,7,50,7.1,Rain,No,Sunny
Caramel Café,No,No,49.398374,8.671276,North,2024-10-18,292,19:45,04:31,21:58,11.33,12.9,72,48,21,1.4,Clear,No,Sunny
Star Brew House,No,Yes,49.393115,8.668007,North,2023-08-29,241,09:30,05:22,21:07,23.02,12.4,69,56,6,7.3,Rain,Yes,Sunny
Flint Espresso,Yes,No,49.398159,8.673947,North,2024-02-15,46,16:45,04:26,22:03,0.0,11.9,64,34,34,5.5,Clear,No,Sunny
Elm Roasters,No,No,49.398436,8.676787,East,2025-03-19,78,12:30,04:57,21:32,0.0,19.3,40,34,30,11.9,Rain,No,Shady
Cafe de Velvet,Yes,No,49.407392,8.670118,South,2024-06-03,155,10:00,05:57,20:32,74.91,8.9,78,57,4,8.6,Fog,Yes,Shady
The Pulse Cafe,No,Yes,49.394285,8.664556,West,2024-08-16,229,18:30,05:33,20:56,0.0,16.5,77,38,22,1.4,Clear,No,Shady
Café Quay,No,Yes,49.403126,8.672317,North,2024-10-30,304,06:30,04:21,22:08,0.0,15.5,51,52,9,10.4,Cloudy,Yes,Shady
Moss Roasters,Yes,No,49.410235,8.663701,South,2023-12-24,358,18:30,04:00,22:29,0.0,22.9,62,1,55,10.0,Fog,No,Shady
Cafe Hazel,No,No,49.397132,8.674778,North,2025-02-25,56,07:45,04:35,21:54,0.0,8.6,78,25,41,12.1,Clear,No,Sunny
Café Alba,No,Yes,49.385154,8.670387,North,2024-12-31,366,17:30,04:01,22:28,0.0,14.6,90,75,0,9.4,Rain,Yes,Sunny
Hollow Brew House,No,No,49.399908,8.668541,South,2023-08-11,223,16:00,05:38,20:51,28.29,17.9,47,96,0,9.2,Clear,Yes,Sunny
Cafe Willow,No,No,49.399198,8.676849,South,2024-12-25,360,17:15,04:00,22:29,0.0,10.0,53,77,0,14.0,Clear,Yes,Sunny
Cafe Porch,Yes,No,49.403831,8.667394,West,2024-02-10,41,20:15,04:22,22:07,27.99,11.1,42,94,0,0.9,Clear,Yes,Sunny
Cafe Cabin,No,No,49.40014,8.665183,West,2025-01-07,7,07:15,04:02,22:27,0.0,12.6,77,13,40,14.5,Fog,No,Sunny
Café Deer,No,Yes,49.396045,8.669013,West,2025-04-05,95,16:45,05:14,21:15,11.49,13.8,78,71,0,8.8,Clear,Yes,Shady
Café Aurora,No,Yes,49.399692,8.678811,East,2023-11-09,313,17:00,04:14,22:15,0.0,16.7,49,47,14,9.2,Cloudy,No,Sunny
Luna Beans,No,Yes,49.399715,8.663244,West,2024-12-09,344,08:45,04:00,22:29,0.0,18.3,65,83,0,6.0,Rain,Yes,Sunny
Café Frame,Yes,No,49.403979,8.674143,North,2024-05-10,131,09:30,05:45,20:44,48.97,15.7,70,31,36,8.6,Clear,No,Sunny
Cafe de Flint,No,Yes,49.393613,8.67891,South,2024-11-23,328,07:00,04:06,22:23,0.0,9.7,64,57,3,6.4,Clear,Yes,Sunny
Brass Roasters,No,No,49.396574,8.678628,West,2025-02-05,36,13:15,04:18,22:11,0.0,19.0,69,89,0,11.1,Rain,Yes,Sunny
Pulse Beans,Yes,No,49.402208,8.668935,North,2025-03-11,70,14:30,04:48,21:41,0.0,22.0,78,60,0,2.0,Clear,Yes,Shady
The Nest Cafe,No,No,49.399151,8.688312,West,2024-03-24,84,13:45,05:03,21:26,5.98,14.1,88,64,0,14.2,Clear,Yes,Sunny
Cafe Grove,Yes,No,49.404043,8.66855,East,2025-02-22,53,18:00,04:32,21:57,0.0,11.8,53,63,5,11.7,Clear,Yes,Sunny
Café Latte,Yes,Yes,49.404666,8.671005,West,2025-02-14,45,14:30,04:25,22:04,0.0,26.1,90,37,31,12.0,Rain,No,Shady
Cafe Bloom,Yes,Yes,49.398517,8.676374,South,2024-05-28,149,06:30,05:55,20:34,0.0,13.6,72,21,30,0.5,Clear,No,Sunny
Drift Roasters,No,No,49.391938,8.678919,South,2024-02-12,43,18:45,04:23,22:06,0.0,10.6,88,32,24,3.2,Cloudy,No,Sunny
Atelier Brew House,No,No,49.394044,8.68142,North,2025-02-12,43,07:00,04:23,22:06,0.0,12.9,63,51,4,6.2,Cloudy,Yes,Shady
Stream Café,No,Yes,49.394914,8.669278,East,2025-01-13,13,11:30,04:04,22:25,0.0,16.4,86,68,0,13.8,Clear,Yes,Sunny
Indigo Café,Yes,Yes,49.397291,8.665199,West,2024-08-26,239,11:30,05:24,21:05,34.22,16.6,60,38,32,10.6,Rain,No,Sunny
River Brew House,Yes,Yes,49.397704,8.677777,West,2024-03-14,74,10:00,04:53,21:36,0.0,25.1,64,25,32,4.1,Clear,No,Sunny
Haze Brew House,Yes,No,49.401622,8.669732,South,2023-09-11,254,09:30,05:09,21:20,9.28,10.2,69,97,0,12.0,Clear,Yes,Sunny
Cedar Coffee,No,No,49.397025,8.678383,South,2023-07-29,210,17:45,05:47,20:42,18.3,11.0,79,62,1,10.2,Cloudy,Yes,Shady
Berlin Café,No,No,49.402204,8.666338,West,2024-12-05,340,16:30,04:01,22:28,0.0,12.9,72,26,26,4.6,Clear,No,Sunny
Harbor Roasters,Yes,Yes,49.402811,8.669913,North,2023-12-14,348,08:45,04:00,22:29,0.0,10.3,79,18,36,10.0,Clear,No,Shady
Café River,No,Yes,49.398066,8.675458,East,2023-11-19,323,20:45,04:08,22:21,38.84,11.1,50,100,0,8.4,Clear,Yes,Shady
The Moon Cafe,Yes,Yes,49.402329,8.678267,North,2023-07-22,203,11:45,05:51,20:38,74.27,15.0,86,6,61,6.7,Clear,No,Sunny
Cafe de Bean,Yes,No,49.403413,8.673668,West,2024-06-17,169,09:30,05:59,20:30,63.59,10.3,63,82,0,11.9,Clear,Yes,Sunny
Cafe de Stone,No,No,49.399275,8.66302,South,2024-12-17,352,13:45,04:00,22:29,0.0,17.0,65,74,0,12.4,Clear,Yes,Sunny
Sun Brew House,Yes,Yes,49.396808,8.678364,East,2024-01-27,27,17:45,04:12,22:17,0.0,14.7,42,79,0,4.0,Rain,Yes,Shady
Willow Coffee,Yes,Yes,49.402826,8.6675,North,2024-11-03,308,11:45,04:18,22:11,0.0,16.2,63,95,0,7.6,Rain,Yes,Sunny
Chalet Beans,No,No,49.387175,8.673515,West,2024-01-03,3,06:30,04:01,22:28,0.0,14.6,82,31,22,14.9,Fog,No,Sunny
Cafe de Frame,No,No,49.397367,8.667445,South,2025-05-19,139,17:45,05:50,20:39,19.8,13.9,71,33,35,10.2,Rain,No,Sunny
Vienna Café,Yes,Yes,49.395031,8.671183,East,2023-06-07,158,09:45,05:58,20:31,61.99,19.4,41,41,15,13.5,Rain,No,Sunny
Atelier Brew House,No,Yes,49.399289,8.663283,West,2025-02-11,42,20:00,04:22,22:07,27.38,14.1,50,55,13,9.4,Clear,Yes,Sunny
Cafe Meadow,No,No,49.398349,8.677306,East,2024-05-31,152,12:00,05:56,20:33,85.1,20.9,49,65,0,0.3,Rain,Yes,Shady
Soho Coffee,No,Yes,49.403325,8.673182,West,2025-04-02,92,06:00,05:11,21:18,0.0,18.5,72,71,0,0.8,Rain,Yes,Sunny
Aurora Beans,No,No,49.38589,8.670178,South,2024-01-02,2,20:30,04:01,22:28,43.83,12.6,79,87,0,3.3,Clear,Yes,Sunny
Cafe Hill,No,Yes,49.396829,8.670163,East,2023-10-24,297,19:45,04:27,22:02,13.03,9.8,53,8,53,4.6,Fog,No,Sunny
Silk Roasters,No,No,49.397165,8.669793,South,2024-01-18,18,09:30,04:07,22:22,0.0,14.9,53,67,1,5.4,Clear,Yes,Sunny
Café Vine,No,No,49.392971,8.685609,West,2024-05-19,140,19:45,05:51,20:38,0.0,15.4,73,80,0,0.7,Rain,Yes,Sunny
Maple Brew House,No,Yes,49.396999,8.676633,West,2025-01-18,18,08:15,04:07,22:22,0.0,14.7,76,17,40,13.4,Clear,No,Shady
Cafe de Loft,Yes,Yes,49.406487,8.666089,West,2024-01-22,22,14:30,04:09,22:20,0.0,16.0,52,87,0,5.8,Clear,Yes,Shady
Cafe Depot,No,Yes,49.405868,8.680896,West,2024-08-10,223,17:00,05:38,20:51,14.65,10.0,65,1,60,9.1,Clear,No,Sunny
Loft Beans,Yes,No,49.398823,8.671359,South,2024-05-24,145,11:00,05:53,20:36,78.21,16.0,65,78,0,2.9,Cloudy,Yes,Sunny
Drift Café,No,No,49.393485,8.674434,West,2025-02-08,39,19:30,04:20,22:09,15.11,19.7,40,30,30,10.2,Cloudy,No,Shady
Cabin Espresso,No,No,49.396014,8.670932,East,2025-03-28,87,13:45,05:06,21:23,10.45,16.7,86,19,34,2.9,Clear,No,Shady
Stream Brew House,No,Yes,49.406196,8.673922,South,2024-10-17,291,09:30,04:32,21:57,0.0,12.0,60,66,2,14.8,Clear,Yes,Sunny
Coral Roasters,Yes,Yes,49.399653,8.666212,North,2024-09-12,256,20:15,05:07,21:22,0.0,8.7,62,9,60,9.6,Cloudy,No,Shady
Cafe Vanilla,Yes,No,49.396781,8.671684,North,2024-10-17,291,18:00,04:32,21:57,0.0,18.9,86,60,1,2.5,Clear,Yes,Sunny
Cafe Velvet,No,Yes,49.393718,8.666253,East,2024-10-31,305,08:30,04:20,22:09,0.0,8.0,88,20,47,8.9,Clear,No,Sunny
Cafe Soho,Yes,Yes,49.405301,8.670051,North,2023-06-09,160,19:00,05:58,20:31,0.0,15.6,49,96,0,13.3,Cloudy,Yes,Shady
Pine Café,Yes,Yes,49.405017,8.664881,North,2024-08-03,216,15:00,05:43,20:46,45.67,21.8,80,66,0,10.4,Clear,Yes,Shady
Cafe Silk,No,No,49.398929,8.675,South,2024-01-28,28,17:00,04:12,22:17,0.0,8.8,67,99,0,3.1,Clear,Yes,Sunny
Hollow Brew House,No,Yes,49.405976,8.677781,North,2023-07-14,195,17:45,05:55,20:34,21.37,11.0,64,41,11,7.3,Clear,No,Sunny
Petal Coffee,No,No,49.391353,8.676183,North,2024-04-02,93,15:00,05:12,21:17,14.12,17.0,58,41,14,14.9,Rain,No,Shady
The Breeze Cafe,No,No,49.397218,8.689035,West,2024-03-11,71,16:15,04:49,21:40,0.0,20.7,51,6,60,9.8,Fog,No,Shady
Star Roasters,Yes,Yes,49.399036,8.676451,East,2025-01-15,15,19:15,04:05,22:24,20.96,13.9,65,16,49,7.5,Clear,No,Sunny
Café Macchiato,No,No,49.406545,8.67345,South,2025-01-11,11,06:30,04:04,22:25,0.0,16.5,86,7,43,5.1,Clear,No,Sunny
Nook Beans,Yes,No,49.400336,8.66613,West,2024-05-17,138,06:15,05:50,20:39,0.0,20.6,60,0,60,3.6,Cloudy,No,Sunny
Amber Beans,No,No,49.389496,8.672175,West,2025-01-18,18,13:00,04:07,22:22,0.0,16.8,69,12,46,12.7,Rain,No,Sunny
River Coffee,No,Yes,49.398741,8.685453,West,2024-12-13,348,20:15,04:00,22:29,44.78,16.9,83,22,32,14.4,Cloudy,No,Sunny
Pine Café,Yes,Yes,49.400047,8.6706,South,2024-06-29,181,06:15,05:59,20:30,0.0,17.7,50,38,17,11.9,Clear,No,Sunny
Café Mont,No,Yes,49.399876,8.680012,East,2025-02-09,40,19:00,04:21,22:08,14.8,12.7,75,89,0,3.8,Clear,Yes,Sunny
Café Frame,No,Yes,49.398533,8.676765,East,2024-12-13,348,18:15,04:00,22:29,0.0,15.1,60,78,0,2.5,Clear,Yes,Sunny
Willow Brew House,No,No,49.399411,8.670638,West,2024-07-17,199,20:45,05:53,20:36,0.0,18.9,87,94,0,10.3,Clear,Yes,Sunny
Meadow Roasters,Yes,No,49.405826,8.670966,West,2024-07-15,197,20:00,05:54,20:35,0.0,22.5,79,0,58,3.0,Clear,No,Sunny
Vine Coffee,Yes,No,49.399718,8.67812,South,2023-11-27,331,13:00,04:04,22:25,0.0,16.1,77,80,0,11.2,Rain,Yes,Shady
Cafe de Storm,Yes,Yes,49.396515,8.6765,South,2023-06-05,156,13:15,05:57,20:32,83.95,22.5,41,77,0,5.0,Rain,Yes,Sunny
Chalet Roasters,No,No,49.399406,8.67053,North,2024-11-06,311,20:30,04:16,22:13,33.35,15.8,89,56,6,3.4,Rain,Yes,Sunny
The Coral Cafe,No,No,49.401092,8.686094,West,2023-11-12,316,10:45,04:12,22:17,0.0,14.4,50,0,52,11.9,Clear,No,Sunny
Café Amber,Yes,No,49.402132,8.667128,South,2025-02-27,58,14:45,04:37,21:52,0.0,8.5,63,83,0,9.8,Rain,Yes,Sunny
Mochi Coffee,Yes,No,49.406371,8.672525,East,2024-02-21,52,09:45,04:31,21:58,0.0,12.3,74,49,9,3.0,Cloudy,No,Sunny
Coral Roasters,No,Yes,49.401183,8.67906,East,2024-03-10,70,06:00,04:48,21:41,0.0,19.4,81,25,27,8.5,Clear,No,Shady
Chalet Espresso,Yes,No,49.398361,8.675555,South,2024-02-10,41,13:30,04:22,22:07,0.0,22.4,83,6,52,1.0,Clear,No,Shady
Vanilla Roasters,Yes,Yes,49.39629,8.670893,East,2024-04-16,107,18:15,05:26,21:03,0.0,19.0,58,13,49,8.5,Cloudy,No,Sunny
Pine Brew House,No,Yes,49.398892,8.670573,South,2024-01-02,2,15:00,04:01,22:28,0.0,21.9,56,19,51,1.7,Clear,No,Sunny
Cafe de Gallery,Yes,Yes,49.398134,8.670094,West,2024-03-12,72,11:15,04:50,21:39,0.0,18.5,55,44,16,13.2,Clear,No,Sunny
Fern Brew House,No,Yes,49.401216,8.669807,North,2023-09-25,268,11:45,04:55,21:34,0.0,22.4,67,85,0,10.0,Rain,Yes,Sunny
Rain Beans,Yes,Yes,49.405136,8.666302,West,2024-05-31,152,06:00,05:56,20:33,0.0,12.5,49,17,37,2.7,Cloudy,No,Shady
Valley Beans,Yes,No,49.404551,8.673414,North,2024-01-25,25,10:00,04:10,22:19,0.0,16.7,53,3,60,14.9,Cloudy,No,Sunny
Cloud Coffee,No,Yes,49.39735,8.673008,West,2025-04-17,107,18:00,05:26,21:03,0.0,15.4,59,62,1,1.7,Rain,Yes,Sunny
Obsidian Beans,No,No,49.403949,8.668071,East,2024-06-27,179,14:15,05:59,20:30,77.25,26.0,45,85,0,7.1,Rain,Yes,Shady
Dawn Roasters,No,No,49.396476,8.662443,South,2023-05-31,151,18:00,05:56,20:33,0.0,12.0,60,13,48,12.6,Clear,No,Shady
Café Moss,Yes,No,49.402372,8.66969,West,2024-09-06,250,12:15,05:13,21:16,19.22,23.2,74,41,21,1.0,Clear,No,Sunny
Berg Brew House,Yes,Yes,49.393574,8.672147,West,2025-01-04,4,12:00,04:01,22:28,0.0,16.8,59,70,0,13.6,Rain,Yes,Sunny
Velvet Roasters,Yes,No,49.390896,8.678043,North,2024-03-12,72,20:15,04:50,21:39,6.18,10.0,41,92,0,2.4,Rain,Yes,Shady
Obsidian Café,No,No,49.397184,8.67857,South,2024-11-18,323,06:45,04:08,22:21,0.0,15.9,72,44,13,9.6,Fog,No,Sunny
Cafe de Lantern,Yes,No,49.39942,8.668376,North,2023-07-16,197,15:00,05:54,20:35,57.49,16.1,47,38,24,6.0,Rain,No,Sunny
Soho Espresso,No,Yes,49.408273,8.671221,North,2023-11-21,325,18:45,04:07,22:22,0.0,16.2,60,15,53,6.7,Rain,No,Shady
